obs_id;aip_id;obs_txt_name;obs_txt_name_cz;obs_txt_descr_type;obs_txt_descr_type_cz;obs_val_elev;obs_val_hgt;obs_uom_dist_ver;obs_txt_ver_datum;obs_geo_lat;obs_geo_long;obs_code_datum;obs_txt_descr_marking;obs_txt_descr_marking_cz;obs_txt_descr_lgt;obs_txt_descr_lgt_cz;obs_code_lgt;obs_txt_rmk;obs_txt_rmk_cz
99958;430;ANDELKA;ANDĚLKA;wind power plant;větrná elektrárna;516;146;M;BpV;505919.23N;0145851.06E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99957;429;ANDELKA;ANDĚLKA;wind power plant;větrná elektrárna;524;146;M;BpV;505926.97N;0145840.34E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99959;431;ANDELKA;ANDĚLKA;wind power plant;větrná elektrárna;494;123;M;BpV;505934.18N;0145857.98E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99961;433;ANDELKA;ANDĚLKA;wind power plant;větrná elektrárna;510;146;M;BpV;505927.15N;0145907.48E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99960;432;ANDELKA;ANDĚLKA;wind power plant;větrná elektrárna;489;146;M;BpV;505910.82N;0145901.07E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99963;435;ANDELKA;ANDĚLKA;wind power plant;větrná elektrárna;490;146;M;BpV;505931.34N;0145934.15E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99962;434;ANDELKA;ANDĚLKA;wind power plant;větrná elektrárna;490;146;M;BpV;505919.42N;0145915.12E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83880;260;ANENSKA STUDANKA;ANENSKÁ STUDÁNKA;wind power plant;větrná elektrárna;675;100;M;BpV;495028.15N;0163250.87E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83877;261;ANENSKA STUDANKA;ANENSKÁ STUDÁNKA;wind power plant;větrná elektrárna;683;100;M;BpV;495012.52N;0163253.18E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83879;262;ANENSKA STUDANKA;ANENSKÁ STUDÁNKA;wind power plant;větrná elektrárna;686;100;M;BpV;495018.41N;0163254.77E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83878;263;ANENSKA STUDANKA;ANENSKÁ STUDÁNKA;wind power plant;větrná elektrárna;693;100;M;BpV;495019.74N;0163304.47E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83536;5;AS;AŠ;chimney;komín;730;102;M;BpV;501336.02N;0121123.05E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83829;240;BANTICE;BANTICE;wind power plant;větrná elektrárna;404;150;M;BpV;485205.12N;0160954.24E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83730;173;BENESOV;BENEŠOV;chimney;komín;469;110;M;BpV;494612.74N;0144131.37E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
99867;396c;BEROUN;BEROUN;pole;sloup;363;20;M;BpV;495828.61N;0140359.00E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:396c (Part of line obstacle: 396);NR:396c (Součást liniové překážky: 396)
99866;396b;BEROUN;BEROUN;transmission line;el. vedení;361;112;M;BpV;495822.91N;0140348.61E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:396b (Part of line obstacle: 396);NR:396b (Součást liniové překážky: 396)
99865;396a;BEROUN;BEROUN;pole;sloup;359;22;M;BpV;495817.65N;0140339.38E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:396a (Part of line obstacle: 396);NR:396a (Součást liniové překážky: 396)
99881;401c;BOHOSTICE;BOHOSTICE;pole;sloup;492;31;M;BpV;493644.86N;0141004.98E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:401c (Part of line obstacle: 401);NR:401c (Součást liniové překážky: 401)
99880;401b;BOHOSTICE;BOHOSTICE;transmission line;el. vedení;497;154;M;BpV;493646.27N;0140950.50E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:401b (Part of line obstacle: 401);NR:401b (Součást liniové překážky: 401)
99879;401a;BOHOSTICE;BOHOSTICE;pole;sloup;502;41;M;BpV;493647.99N;0140929.19E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:401a (Part of line obstacle: 401);NR:401a (Součást liniové překážky: 401)
83733;345;BOHUMIN;BOHUMÍN;chimney;komín;330;122;M;BpV;495333.47N;0182109.82E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99905;411a;BOJANOVICE;BOJANOVICE;pole;sloup;407;44;M;BpV;495102.88N;0142122.96E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:411a (Part of line obstacle: 411);NR:411a (Součást liniové překážky: 411)
99907;411c;BOJANOVICE;BOJANOVICE;pole;sloup;423;65;M;BpV;495114.51N;0142148.29E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:411c (Part of line obstacle: 411);NR:411c (Součást liniové překážky: 411)
99906;411b;BOJANOVICE;BOJANOVICE;transmission line;el. vedení;419;118;M;BpV;495111.49N;0142141.82E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:411b (Part of line obstacle: 411);NR:411b (Součást liniové překážky: 411)
83718;279;BRECLAV;BŘECLAV;chimney;komín;275;117;M;BpV;484511.06N;0165343.63E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83772;254;BREZANY;BŘEŽANY;wind power plant;větrná elektrárna;332;100;M;BpV;485318.26N;0162224.05E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83771;253;BREZANY;BŘEŽANY;wind power plant;větrná elektrárna;331;100;M;BpV;485310.25N;0162218.57E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83768;248;BREZANY;BŘEŽANY;wind power plant;větrná elektrárna;327;100;M;BpV;485246.38N;0162202.16E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83770;251;BREZANY;BŘEŽANY;wind power plant;větrná elektrárna;331;100;M;BpV;485302.29N;0162213.10E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83769;249;BREZANY;BŘEŽANY;wind power plant;větrná elektrárna;330;100;M;BpV;485254.29N;0162207.68E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99922;416c;BREZOVA-OLESKO;BŘEZOVÁ-OLEŠKO;pole;sloup;409;52;M;BpV;495428.14N;0142408.23E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:416c (Part of line obstacle: 416);NR:416c (Součást liniové překážky: 416)
99869;397b;BRNA NAD LABEM;BRNÁ NAD LABEM;transmission line;el. vedení;305;164;M;BpV;503657.94N;0140436.05E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:397b (Part of line obstacle: 397);NR:397b (Součást liniové překážky: 397)
99868;397a;BRNA NAD LABEM;BRNÁ NAD LABEM;pole;sloup;323;28;M;BpV;503658.90N;0140409.86E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:397a (Part of line obstacle: 397);NR:397a (Součást liniové překážky: 397)
99870;397c;BRNA NAD LABEM;BRNÁ NAD LABEM;pole;sloup;280;32;M;BpV;503657.78N;0140459.70E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:397c (Part of line obstacle: 397);NR:397c (Součást liniové překážky: 397)
83588;259;BRNENEC;BRNĚNEC;chimney;komín;487;114;M;BpV;493743.44N;0163122.60E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99996;450;BRNO;BRNO;building;budova;316;116;M;BpV;491033.54N;0163620.79E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83610;270;BRNO;BRNO;chimney;komín;377;118;M;BpV;491133.34N;0164008.61E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83609;269;BRNO;BRNO;chimney;komín;374;126;M;BpV;491122.03N;0164000.13E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83616;266;BRNO;BRNO;chimney;komín;303;100;M;BpV;491147.21N;0163721.48E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83615;267;BRNO;BRNO;chimney;komín;300;100;M;BpV;491143.78N;0163721.86E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83599;268;BRNO;BRNO;chimney;komín;432;218;M;BpV;491323.13N;0163848.34E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83596;264;BRNO;BRNO;chimney;komín;349;112;M;BpV;491458.41N;0163534.17E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83639;120;BUKOVA HORA;BUKOVÁ HORA;TV transmitter;TV vysílač;887;225;M;BpV;504018.45N;0141344.47E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99863;395b;CASTONICE;ČASTONICE;transmission line;el. vedení;337;106;M;BpV;500132.81N;0135334.79E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:395b (Part of line obstacle: 395);NR:395b (Součást liniové překážky: 395)
99862;395a;CASTONICE;ČASTONICE;pole;sloup;333;20;M;BpV;500131.15N;0135322.79E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:395a (Part of line obstacle: 395);NR:395a (Součást liniové překážky: 395)
99864;395c;CASTONICE;ČASTONICE;pole;sloup;343;20;M;BpV;500135.13N;0135350.29E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:395c (Part of line obstacle: 395);NR:395c (Součást liniové překážky: 395)
99901;409c;CERIN;ČEŘÍN;pole;sloup;606;39;M;BpV;484231.48N;0142051.10E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:409c (Part of line obstacle: 409);NR:409c (Součást liniové překážky: 409)
99900;409b;CERIN;ČEŘÍN;transmission line;el. vedení;610;104;M;BpV;484230.32N;0142034.67E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:409b (Part of line obstacle: 409);NR:409b (Součást liniové překážky: 409)
99899;409a;CERIN;ČEŘÍN;pole;sloup;612;39;M;BpV;484229.42N;0142025.68E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:409a (Part of line obstacle: 409);NR:409a (Součást liniové překážky: 409)
83680;219;CERNOZICE;ČERNOŽICE;chimney;komín;356;110;M;BpV;501838.68N;0155211.87E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83857;169;CESKA LIPA;ČESKÁ LÍPA;chimney;komín;382;113;M;BpV;504106.97N;0143329.83E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83580;161;CESKE BUDEJOVICE;ČESKÉ BUDĚJOVICE;radio transmitter;rozhlasový vysílač;511;111;M;BpV;485919.58N;0142937.07E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83582;162;CESKE BUDEJOVICE;ČESKÉ BUDĚJOVICE;chimney;komín;566;162;M;BpV;485910.79N;0143009.77E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83579;160;CESKE BUDEJOVICE;ČESKÉ BUDĚJOVICE;chimney;komín;513;125;M;BpV;485802.35N;0142907.77E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83642;111;CIZKOVICE;ČÍŽKOVICE;chimney;komín;293;126;M;BpV;502921.62N;0140246.28E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83643;110;CIZKOVICE;ČÍŽKOVICE;tower;věž;269;102;M;BpV;502922.71N;0140241.95E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83725;354;DARKOV;DARKOV;winding tower;těžní věž;339;106;M;BpV;494948.78N;0183127.78E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83856;121;DECIN;DĚČÍN;chimney;komín;313;169;M;BpV;504623.39N;0141400.07E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83665;190;DESNA;DESNÁ;chimney;komín;636;121;M;BpV;504544.66N;0151859.46E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83706;347;DETMAROVICE;DĚTMAROVICE;cooling tower;chladící věž;310;100;M;BpV;495406.79N;0182804.75E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83705;349;DETMAROVICE;DĚTMAROVICE;cooling tower;chladící věž;309;100;M;BpV;495404.29N;0182808.80E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83707;348;DETMAROVICE;DĚTMAROVICE;chimney;komín;477;273;M;BpV;495420.82N;0182805.07E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83712;350;DETMAROVICE;DĚTMAROVICE;chimney;komín;475;274;M;BpV;495418.78N;0182809.64E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83709;346;DETMAROVICE;DĚTMAROVICE;cooling tower;chladící věž;310;100;M;BpV;495408.93N;0182801.03E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83708;351;DETMAROVICE;DĚTMAROVICE;cooling tower;chladící věž;309;100;M;BpV;495402.35N;0182812.40E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
99964;436;DETRICHOV;DĚTŘICHOV;wind power plant;větrná elektrárna;633;150;M;BpV;505215.47N;0150142.73E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99888;404a;DOBKOVICE;DOBKOVICE;pole;sloup;298;32;M;BpV;504248.66N;0141056.89E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:404a (Part of line obstacle: 404);NR:404a (Součást liniové překážky: 404)
99890;404c;DOBKOVICE;DOBKOVICE;pole;sloup;274;31;M;BpV;504231.09N;0141106.98E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:404c (Part of line obstacle: 404);NR:404c (Součást liniové překážky: 404)
99889;404b;DOBKOVICE;DOBKOVICE;transmission line;el. vedení;282;120;M;BpV;504237.18N;0141103.51E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:404b (Part of line obstacle: 404);NR:404b (Součást liniové překážky: 404)
83612;281;DOBROCHOV;DOBROCHOV;radio transmitter;rozhlasový vysílač;458;152;M;BpV;492304.37N;0170724.40E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83703;239;DOBRUSKA;DOBRUŠKA;chimney;komín;394;102;M;BpV;501712.63N;0160931.35E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99992;448c;DOLNI LHOTA;DOLNÍ LHOTA;pole;sloup;556;34;M;BpV;493615.97N;0162546.13E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:448c (Part of line obstacle: 448);NR:448c (Součást liniové překážky: 448)
99991;448b;DOLNI LHOTA;DOLNÍ LHOTA;transmission line;el. vedení;536;106;M;BpV;493615.43N;0162527.38E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:448b (Part of line obstacle: 448);NR:448b (Součást liniové překážky: 448)
99990;448a;DOLNI LHOTA;DOLNÍ LHOTA;pole;sloup;514;40;M;BpV;493615.55N;0162520.55E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:448a (Part of line obstacle: 448);NR:448a (Součást liniové překážky: 448)
83739;209;DOMAMIL;DOMAMIL;mast;stožár;651;109;M;BpV;490426.82N;0154232.78E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83777;280;DRAHANY;DRAHANY;wind power plant;větrná elektrárna;798;150;M;BpV;492629.79N;0165414.10E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83885;234;DUKOVANY;DUKOVANY;chimney;komín;500;116;M;BpV;490459.13N;0160904.11E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83884;232;DUKOVANY;DUKOVANY;chimney;komín;515;120;M;BpV;490509.16N;0160845.83E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83883;233;DUKOVANY;DUKOVANY;chimney;komín;514;120;M;BpV;490505.28N;0160900.43E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83608;237;DUKOVANY;DUKOVANY;cooling tower;chladící věž;511;126;M;BpV;490503.33N;0160926.22E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83607;238;DUKOVANY;DUKOVANY;cooling tower;chladící věž;510;126;M;BpV;490507.88N;0160928.99E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83604;231;DUKOVANY;DUKOVANY;cooling tower;chladící věž;510;127;M;BpV;490514.79N;0160822.79E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83603;230;DUKOVANY;DUKOVANY;cooling tower;chladící věž;509;127;M;BpV;490510.14N;0160819.87E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83606;235;DUKOVANY;DUKOVANY;cooling tower;chladící věž;510;126;M;BpV;490505.26N;0160919.11E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83605;236;DUKOVANY;DUKOVANY;cooling tower;chladící věž;510;126;M;BpV;490509.77N;0160922.23E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83602;229;DUKOVANY;DUKOVANY;cooling tower;chladící věž;510;127;M;BpV;490516.56N;0160815.72E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83601;227;DUKOVANY;DUKOVANY;cooling tower;chladící věž;509;127;M;BpV;490512.03N;0160812.96E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83600;226;DUKOVANY;DUKOVANY;mast;stožár;537;139;M;BpV;490542.97N;0160805.68E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83691;352;DUL BARBORA;DŮL BARBORA;chimney;komín;380;121;M;BpV;494923.25N;0182841.74E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83855;217;DVUR KRALOVE;DVŮR KRÁLOVÉ;chimney;komín;385;101;M;BpV;502524.59N;0154848.50E;WGE;day marking;denní značení;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83849;340;FRYDEK-MISTEK;FRÝDEK-MÍSTEK;chimney;komín;383;111;M;BpV;494153.38N;0181928.38E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83808;303;GUNTRAMOVICE;GUNTRAMOVICE;wind power plant;větrná elektrárna;836;156;M;BpV;494717.55N;0173106.47E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99860;393;HABARTICE;HABARTICE;wind power plant;větrná elektrárna;871;126;M;BpV;504309.88N;0135151.14E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99861;394;HABARTICE;HABARTICE;wind power plant;větrná elektrárna;874;126;M;BpV;504254.28N;0135153.50E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
100019;465;HAT;HAŤ;wind power plant;větrná elektrárna;412;150;M;BpV;495736.90N;0181442.07E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99891;405;HLASNA TREBAN;HLÁSNÁ TŘEBÁŇ;transmission line;el. vedení;314;108;M;BpV;495516.72N;0141259.97E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
99848;385a;HLINCE;HLINCE;pole;sloup;397;34;M;BpV;495555.47N;0133742.11E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:385a (Part of line obstacle: 385);NR:385a (Součást liniové překážky: 385)
99850;385c;HLINCE;HLINCE;pole;sloup;330;31;M;BpV;495613.92N;0133759.75E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:385c (Part of line obstacle: 385);NR:385c (Součást liniové překážky: 385)
99849;385b;HLINCE;HLINCE;transmission line;el. vedení;378;118;M;BpV;495600.99N;0133747.27E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:385b (Part of line obstacle: 385);NR:385b (Součást liniové překážky: 385)
83736;221;HLINSKO;HLINSKO;chimney;komín;695;113;M;BpV;494555.19N;0155523.98E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83759;21;HOLYSOV;HOLÝŠOV;chimney;komín;461;108;M;BpV;493553.75N;0130546.83E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83811;46;HORA SV. SEBESTIANA;HORA SV. ŠEBESTIÁNA;wind power plant;větrná elektrárna;940;100;M;BpV;503004.90N;0131442.97E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83810;47;HORA SV. SEBESTIANA;HORA SV. ŠEBESTIÁNA;wind power plant;větrná elektrárna;938;100;M;BpV;503014.31N;0131447.04E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83816;48;HORA SV. SEBESTIANA;HORA SV. ŠEBESTIÁNA;wind power plant;větrná elektrárna;926;100;M;BpV;503014.58N;0131502.67E;WGE;ValueEmpty;ValueEmpty;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99822;371;HORNI CASTKOV;HORNÍ ČÁSTKOV;wind power plant;větrná elektrárna;749;150;M;BpV;501112.10N;0123118.21E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99821;370;HORNI CASTKOV;HORNÍ ČÁSTKOV;wind power plant;větrná elektrárna;735;150;M;BpV;501107.30N;0123054.96E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83864;7;HORNI CASTKOV;HORNÍ ČÁSTKOV;wind power plant;větrná elektrárna;735;150;M;BpV;501111.15N;0123017.84E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83863;6;HORNI CASTKOV;HORNÍ ČÁSTKOV;wind power plant;větrná elektrárna;749;150;M;BpV;501056.63N;0122956.26E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83826;289;HORNI LODENICE;HORNÍ LODĚNICE;wind power plant;větrná elektrárna;760;150;M;BpV;494512.32N;0172122.15E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;ValueEmpty;ValueEmpty
83825;291;HORNI LODENICE;HORNÍ LODĚNICE;wind power plant;větrná elektrárna;728;150;M;BpV;494546.75N;0172205.73E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83828;295;HORNI LODENICE;HORNÍ LODĚNICE;wind power plant;větrná elektrárna;737;150;M;BpV;494528.63N;0172233.79E;WGE;without marking;bez značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83827;294;HORNI LODENICE;HORNÍ LODĚNICE;wind power plant;větrná elektrárna;740;150;M;BpV;494515.02N;0172221.13E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83822;287;HORNI LODENICE;HORNÍ LODĚNICE;wind power plant;větrná elektrárna;769;150;M;BpV;494505.33N;0172036.74E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83821;288;HORNI LODENICE;HORNÍ LODĚNICE;wind power plant;větrná elektrárna;754;150;M;BpV;494520.27N;0172050.40E;WGE;without marking;bez značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83824;292;HORNI LODENICE;HORNÍ LODĚNICE;wind power plant;větrná elektrárna;750;150;M;BpV;494532.59N;0172208.08E;WGE;without marking;bez značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83823;290;HORNI LODENICE;HORNÍ LODĚNICE;wind power plant;větrná elektrárna;757;150;M;BpV;494520.76N;0172152.11E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
83820;286;HORNI LODENICE;HORNÍ LODĚNICE;wind power plant;větrná elektrárna;748;150;M;BpV;494521.85N;0172026.74E;WGE;without marking;bez značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99820;369;HORNI PASEKY;HORNÍ PASEKY;wind power plant;větrná elektrárna;859;150;M;BpV;501341.94N;0121630.82E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99819;368;HORNI PASEKY;HORNÍ PASEKY;wind power plant;větrná elektrárna;852;150;M;BpV;501339.88N;0121610.29E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99816;365;HORNI PASEKY;HORNÍ PASEKY;wind power plant;větrná elektrárna;833;150;M;BpV;501341.67N;0121531.56E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99818;367;HORNI PASEKY;HORNÍ PASEKY;wind power plant;větrná elektrárna;839;150;M;BpV;501327.60N;0121556.20E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99817;366;HORNI PASEKY;HORNÍ PASEKY;wind power plant;větrná elektrárna;837;150;M;BpV;501345.31N;0121552.00E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99972;440;HORNI RASNICE;HORNÍ ŘASNICE;wind power plant;větrná elektrárna;572;150;M;BpV;505740.05N;0151245.48E;WGE;day marking;denní značení;night marking;noční značení;Y;ValueEmpty;ValueEmpty
99829;376c;HORNI SLAVKOV;HORNÍ SLAVKOV;pole;sloup;631;40;M;BpV;500859.59N;0124741.60E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:376c (Part of line obstacle: 376);NR:376c (Součást liniové překážky: 376)
99828;376b;HORNI SLAVKOV;HORNÍ SLAVKOV;transmission line;el. vedení;632;119;M;BpV;500859.29N;0124733.30E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:376b (Part of line obstacle: 376);NR:376b (Součást liniové překážky: 376)
99831;377b;HORNI SLAVKOV;HORNÍ SLAVKOV;transmission line;el. vedení;664;102;M;BpV;500821.32N;0124954.31E;WGE;unknown;není známo;ValueEmpty;ValueEmpty;N;NR:377b (Part of line obstacle: 377);NR:377b (Součást liniové překážky: 377)
99830;377a;HORNI SLAVKOV;HORNÍ SLAVKOV;pole;sloup;658;43;M;BpV;500826.85N;0124941.92E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:377a (Part of line obstacle: 377);NR:377a (Součást liniové překážky: 377)
99827;376a;HORNI SLAVKOV;HORNÍ SLAVKOV;pole;sloup;633;40;M;BpV;500859.02N;0124720.62E;WGE;without marking;bez značení;ValueEmpty;ValueEmpty;N;NR:376a (Part of line obstacle: 376);NR:376a (Součást liniové překážky: 376)
